,code,score,ranking,ra,dec,lens_spec_z,lens_cw_photo_z_med,lens_cw_stmass_med,einstein_radius,F115W_lens_magnitude_ab,F150W_lens_magnitude_ab,F277W_lens_magnitude_ab,F444W_lens_magnitude_ab,F115W_source_magnitude_ab,F150W_source_magnitude_ab,F277W_source_magnitude_ab,F444W_source_magnitude_ab,F115W_magnification,F150W_magnification,F277W_magnification,F444W_magnification
77,COSJ095934+020759,S07,AAABUX,149.89433277118212,2.1332999681782914,-99.0,0.926,9.90925,0.30830259063452053,22.45169076885669,21.85840537981851,19.66780491998866,19.896289946355978,24.51374360098348,24.23048008433707,22.87251874721992,23.188405780548763,2.037016680639358,1.7786349461463808,2.65823947902917,2.727272491208301
78,COSJ100026+023013,S07,AAABUU,150.1106155090872,2.5037945224407285,1.4000999927520752,1.4511,10.75247,0.649497420924982,21.234280725842247,20.59352531789773,17.899544868737028,17.844746285925467,inf,25.686286603509803,23.826261397437726,21.989354800600466,nan,2.3341026850091042,2.8444943689016173,2.8949570448446496
79,COSJ095940+023253,S06,BBSSSS,149.91870514114632,2.5482346505414566,,,,1.165551135106829,,17.580839933894488,15.65555945604618,16.403879475324466,,22.36254105789979,21.666923143857197,21.637167056707028,,2.334312770191818,3.5457722622453085,4.074109783425186
80,COSJ100015+023708,S06,ABSSSU,150.06650943361575,2.619128821908934,0.9361000061035156,0.9369,9.57382,0.4387783643603962,21.85951777797054,21.746478600834187,19.575368653791177,19.637857434346323,23.689557926898686,23.455366231608874,22.23518204026419,22.79923000568078,2.6354038570958997,2.5977205953714027,2.415395129306799,2.7130370147826928
81,COSJ100050+022118,S06,ABBSSU,150.20956421046415,2.35525457016917,0.1656123399734497,0.16,10.34994,0.3930154897316468,,,14.679586257628984,15.105643097883565,,,19.170083135425436,19.184463268524286,,,2.129630176210566,1.8692423816494095
82,COSJ100130+021921,S06,ABBBSX,150.376429424958,2.3227435505987444,-99.0,0.7156,9.68762,0.30703339888967135,21.613679886819636,21.39324225285753,19.677973689861336,19.17721147199559,23.824135819118005,24.29274498844012,20.29053122267407,21.644863994288986,3.0152188846585424,2.8249145551644124,3.249723783123475,3.596388863282042
83,COSJ100151+022347,S06,ABBBBX,150.46465026475857,2.3964790088219052,-99.0,3.5766,11.07212,0.38749796840008494,25.31254841224271,24.599649377129367,20.797696251277724,19.89209960333165,inf,inf,23.884118307167032,23.435074414393718,nan,nan,5.12787735769083,3.9528506731754
84,COSJ095926+020304,S06,ABBBBX,149.86249889367753,2.051265091812156,1.325900673866272,1.3137,10.19736,0.33114691173794486,21.99143921732927,21.64525756251725,19.62169226329482,19.52518049578179,23.801185920785816,23.3215903007926,21.79258680711794,21.325725958186595,2.5319162653644365,2.831073294768346,3.0395760415203568,3.138863598996099
85,COSJ100120+022435,S06,ABBBBU,150.3339428497618,2.4099611414929933,nan,2.5426,10.82758,0.8561612186251601,,22.734833568250885,19.62730941947705,19.156679374254995,,26.071839181589773,24.57233739686006,24.584170148330216,,2.6389059629227813,2.8508574492947303,2.8491473060320294
86,COSJ100013+022949,S06,ABBBBU,150.0543066526937,2.4970790590208085,-99.0,1.8117,10.10639,0.32909799240239596,23.203336593732317,22.70171609889783,20.404349195576515,20.07872528025598,26.06704024528024,24.919977424475462,23.38343945985274,23.06388382075373,2.6086684365305577,2.7826197447973926,5.936486745221044,5.081907579941025
87,COSJ100002+015914,S06,ABBBBU,150.01065160267606,1.9873378276420202,1.1871000528335571,1.18,9.69358,0.7126218782921416,22.218113566635257,21.77331307288857,19.71572833164244,19.497627042298763,23.919957508759254,23.28411313438248,22.769424730612094,22.488059772772203,5.743390254729427,5.348883654460472,5.55672257889066,5.253849550066167
88,COSJ095932+021750,S06,ABBBBU,149.8851410470586,2.29749975838387,-99.0,0.8932,10.74282,0.8609764547038032,20.073082357640207,19.690312979931786,17.47139164534243,17.809536546687387,inf,26.33280771836586,25.05974213942597,24.48954157102704,nan,2.9858325587941175,4.756171249634828,4.385918806879196
89,COSJ100023+021652,S06,AASSXX,150.0979868443229,2.281363003557188,0.750260591506958,0.7456,11.12918,0.991910000083046,19.315225457451035,18.740842725593524,16.338544720309123,16.958025393429097,23.672989775277998,23.316250712693613,22.12130877426896,21.879757333597176,1.9682480701512604,1.7008342606670495,1.856748891316431,1.9185563681174411
90,COSJ100114+020211,S06,AASSUU,150.31134856824232,2.036662433063599,0.3388000130653381,0.331,10.14942,0.32652067485123537,19.15140934861508,18.829296999012904,17.050092363172507,17.738033721445845,22.409893347881074,21.9598540262613,20.535982123056698,20.716432367035196,1.670777900838673,1.8472407811577625,1.956560601766064,2.196470629797691
91,COSJ100046+021906,S06,AABSUX,150.19251438178796,2.3183473691768337,-99.0,1.5796,10.12932,0.3742315781115172,21.90606420790822,21.70654266124088,19.658624748496756,19.430778815145977,25.460513775345007,23.477463992077233,22.65698550353783,22.249477419870416,1.7943294249094646,2.245277487037902,2.6147073046527707,2.521988281262932
92,COSJ100040+015213,S06,AABSUX,150.16978622295963,1.8704774819251107,0.9301999807357788,0.9454,10.95,0.6798264482829105,20.409974534974236,19.815231578558276,17.285518874517784,17.50453587392024,23.246153306725077,22.210104424662692,21.516828741950913,21.396976084001842,5.016227755771597,4.490414154427036,4.491322021609464,3.99705896730763
93,COSJ100140+020632,S06,AABBXX,150.41998585078008,2.108970188910258,0.3223510086536407,0.294,10.8284,0.6730365086772607,17.48561770493227,17.24867291360428,15.409694682238795,16.1247030851462,22.213476669144043,21.501217547639328,20.117812226110672,20.438753076085483,2.555964211031486,2.954232968066231,3.6178895756734004,3.500648549604252
94,COSJ100122+022144,S06,AABBXX,150.34354218496426,2.36243050307129,-99.0,1.6844,10.0086,0.32933245855927246,22.87461627184441,22.29413235345222,19.793829016778037,19.345394836419903,23.85446295905401,23.380345154032366,22.980614176481488,22.55397069675149,1.9893802624339716,2.1636218151576694,2.6268355278849325,2.8973003126346577
95,COSJ100025+022001,S06,AABBXX,150.1061925922195,2.333773078044581,-99.0,0.6904,9.89998,0.6766983125845926,21.06578300728733,20.85281057895043,18.844662870884584,19.241567678705355,24.091420694643816,23.858848745922742,23.8258004767681,23.736232902106313,3.4827870866192803,3.543892814041009,2.8367314896860925,2.907461236964822
96,COSJ095956+022539,S06,AABBXX,149.98701298402284,2.4277284818504925,0.6935999989509583,0.7071,10.04924,0.35039152483908476,21.620688490062697,21.056455248795316,18.889016328289422,19.515963651030756,24.89209292763651,24.574373106226435,23.344527902658573,23.7035417118883,2.1924606016591937,1.8081305202296953,4.533838584272356,4.554517386122746
97,COSJ095942+023350,S06,AABBXX,149.92588481552306,2.564035208126881,0.3400000035762787,0.33,9.40623,,,,,,,,,,,,,
98,COSJ095916+021850,S06,AABBXX,149.82073307215583,2.3139493436122414,1.1380000114440918,1.1533,9.49569,0.27499571531899647,22.66494661207749,22.421517217016106,20.58110207636095,20.69583988112813,23.54210179481738,23.492320226399315,23.88923767606973,24.170988220221716,2.840925888385646,2.4527777449524684,3.563556465700527,3.507777216142968
99,COSJ100151+022105,S06,AABBUX,150.46292764722673,2.351428595820929,0.7339000105857849,0.7837,8.95464,0.7366479319602729,22.051486014172593,21.909091751610134,20.06438863241896,20.27303918156168,24.56184060237959,23.745273392008745,22.929956123445074,24.050949949986503,3.361696245305967,2.829730658305319,3.7600291138895563,3.403910532466926
100,COSJ100132+022807,S06,AABBUX,150.38718982158503,2.4687702211455793,0.3400000035762787,0.3398,10.35342,0.37437207762547703,18.57138740025829,18.192763722239576,16.589048403023444,17.366657201851297,22.122786992169466,21.617000429454258,20.57200593326513,23.08447398058736,1.8316503117480731,1.9125274421739367,1.8660691888391443,1.8560880987126687
101,COSJ100119+015027,S06,AABBUX,150.33190317764593,1.8408850952008682,1.6582000255584717,1.6549,11.12894,0.5302296862823033,21.430203521600426,20.78783389752251,18.088885770643948,17.661078591066442,inf,25.992076696442552,23.621535997338302,23.04590196978514,nan,3.268962718243075,4.12802852616896,4.8341788986945895
102,COSJ095946+015320,S06,AABBUX,149.94229065081427,1.8891422659262076,-99.0,1.0538,10.1173,0.21022032691370268,22.2090564151531,21.82420474679168,19.37470570145976,19.347637738575607,25.123296706338014,24.200304056439972,22.704344680141055,23.658943911028935,1.3082405088498013,1.7080800185233074,1.6284639652205652,2.214854273439352
103,COSJ095945+023214,S06,AABBUX,149.9392549676715,2.5374804003684437,-99.0,0.6933,9.45004,0.688554984480332,22.564485653919263,22.1858133160583,20.258108594007613,20.93016821173842,24.150212785305726,24.295640328847004,23.86316106864569,23.98181930320624,3.493000238048276,2.8670032791977813,3.596296368192753,3.358851182515445
104,COSJ095905+021026,S06,AABBUX,149.77186085976328,2.1741200279319033,1.2403000593185425,0.9957,9.2436,0.6470290869726196,22.20396203112212,21.756159718940737,19.576168905524217,19.433526786713223,25.757087546883536,24.98939444411562,24.430512410561466,23.873483351924463,3.9229514450845095,2.305260513436559,5.695918289989592,3.9501279438460437
105,COSJ100205+021910,S06,AABBUU,150.52456085080863,2.3194789259197197,-99.0,1.0192,9.76099,0.29379934088089193,21.99273161707995,21.763774030476984,19.867036977872964,20.032984145355478,24.651814701278933,24.705449821043917,23.647372486576455,24.27568853851336,2.000937032332454,1.8051100327468144,2.014508749545952,2.0901052634783075
106,COSJ100101+020814,S06,AABBUU,150.25795650543728,2.1374323567789117,0.6388000249862671,0.6738,10.75185,0.77183026561202,19.35379219941067,18.942067569076016,16.89056342567814,17.51426112480467,26.326341643679353,25.35418045930335,24.69609563208054,24.165836431984985,2.4651352874565386,3.0158187448213196,3.8905529036444833,3.3738330209147134
107,COSJ100016+022827,S06,AABBUU,150.06830635549497,2.474388759989146,0.7002999782562256,0.728,11.0,1.2684080300074803,19.361314442823666,18.960101424786878,16.770229485200254,17.338353656868183,25.35372167976007,25.108199882455363,23.535277241382623,24.319106118851582,3.770477063474923,3.1115678970980043,4.674841291089759,5.876992759422067
108,COSJ095953+022126,S06,AABBUU,149.97383303258644,2.3573764976514973,-99.0,1.5395,10.94843,1.5653706750104237,21.624154957388292,20.86969257301675,18.511477876104355,18.25483823859914,25.854174082521627,24.26222834305127,21.920051959663652,22.112651143971167,9.453401073221022,8.486086573938833,9.841618627254583,9.094914667025758
109,COSJ095941+020532,S06,AABBUU,149.92170210980586,2.092472686451333,0.7325999736785889,0.7183,9.29113,0.38314086276437603,22.3037489350854,22.089119237211264,20.206821029349058,20.737331024241428,25.364509518585724,24.561936690203048,24.279748957067035,24.965106307324508,3.169968147961855,2.697155757590532,4.298618045152033,4.844131651275275
110,COSJ095930+022026,S06,AABBUU,149.87779065507672,2.3406881864802433,0.847000002861023,0.8727,9.87723,0.45363777254616194,21.54969715137519,21.365318550595,19.37288262085458,19.75788188760194,23.47447489234756,23.697869595920217,22.94840896468756,23.859019386611987,3.94262369844006,6.032684432251567,6.512979005402061,6.208378512324693
111,COSJ100158+022406,S06,AAAUXX,150.4938997416819,2.4017221873788155,-99.0,1.3269,9.49791,0.47599631149914245,22.786468038622367,22.56049706622404,20.624341596639283,20.53501793828498,24.83299251437808,25.083370104372317,23.79947933742459,23.648997362764646,4.02512053467138,4.21901830545003,5.84093193712897,5.359312775044805
112,COSJ100055+022059,S06,AAAUXX,150.23211114941017,2.349762473229178,1.2691999673843384,1.3015,9.25382,0.45730503384574944,22.506786912029014,22.308025762958433,20.54523958940134,20.4804621493581,24.63108480003804,23.65406940591135,24.12485826556819,25.323390797771115,1.6587836695621225,1.677474166802978,1.721035401572056,1.6297222546555823
113,COSJ100037+020928,S06,AAAUUX,150.15610430710234,2.157867471959916,0.6672999858856201,0.6854,10.45048,0.438577037472295,20.655983462661315,20.29235800100847,18.11422544765697,18.50487836364917,22.357398831538347,22.314503655754446,20.455539178276847,21.698890362707928,3.727012176022308,3.4860717745967764,4.1834215211664745,4.646007248541118
114,COSJ100028+021600,S06,AAAUUX,150.11770891695673,2.266757644895458,0.7495999932289124,0.7443,11.09372,0.7708634129173116,19.129566566095356,18.575431794103803,16.436755582833225,16.941437812869218,22.289807547773478,22.28570269489478,20.203269574794472,20.573169009790796,6.181401030323634,6.644217280138855,6.913267067147905,7.078245694699496
115,COSJ095852+020258,S06,AAAUUX,149.71875018735022,2.0496427170266505,-99.0,1.1999,9.64968,0.4466504330386886,21.845188313229656,21.820275356569915,20.04555705880302,20.15935448656458,25.16942655767309,24.231018270041154,22.39417579004024,22.961879718473053,3.8925229253668046,3.9859721918137914,4.33501145087387,3.5132656646993667
116,COSJ095950+023727,S05,BBBBSX,149.96140177094333,2.6244432615171216,0.7498000264167786,0.7876,9.29635,0.3947556186671376,21.985708610407475,21.92587642427094,20.132400476630945,20.62576363060548,27.138566865279927,24.890211677109594,24.0638177779171,24.19238125856515,2.685480242819442,1.9599092664239584,2.7133156100134403,2.4199513479137185
117,COSJ095928+022948,S05,BBBBSU,149.86922421000332,2.496898870533847,0.8315389752388,0.8318,11.04999,0.6735867722868257,18.998571147309228,18.578274637310535,16.389134673100045,16.7631280966999,23.8883166206672,23.93198765988817,22.867751135278418,23.60474651965435,1.7518403485608114,1.7589258570847857,1.7641830140842378,1.727913483333943
118,COSJ100129+020455,S05,BBBBBX,150.37260335950168,2.0819547417161304,1.1913000345230105,1.1912,10.41535,0.5048359166047404,21.896421405556463,21.5833499437405,19.051213719267665,18.944266140880075,25.342966087860667,24.645410795008985,23.555362198214812,23.872348261050284,2.4709382008989076,2.829260844878647,3.904707206450565,5.538970258262833
119,COSJ100104+015548,S05,ABBSXX,150.27067642728784,1.9300632709931311,0.8331042528152466,0.8569,9.49518,0.5744637937215114,21.738860650710443,21.68178892756031,19.85080883181115,20.147882961172186,24.610149197810138,24.61709382942953,24.128903496384797,24.161507733957702,3.8181455852920387,4.064866848324777,4.8787301397848335,4.958962756126762
120,COSJ095931+022946,S05,ABBSUU,149.88042659183714,2.4963154481741885,nan,1.59,10.70011,0.495347355172587,22.11065391722891,21.303195888642026,18.510728351724275,18.425217198254458,25.448324453778742,24.672169181781126,24.67069092150426,24.39929036578743,2.3129417714213947,2.191030285258612,2.1687595663823713,2.5063928206124615
121,COSJ100131+022553,S05,ABBBXX,150.3796585159143,2.4313959164234555,0.8525999784469604,0.898,10.7,0.4447925536573982,20.58808458265816,20.133744241650856,17.614898580299915,17.8809313693249,24.04632975723272,23.3037186451369,21.373542856005237,21.535580093939203,3.173698350479812,2.774324829227567,2.7764039772471754,2.5435398792064037
122,COSJ100131+022056,S05,ABBBXX,150.38009020118756,2.3489970428162135,0.862500011920929,0.8835,9.51442,0.48197404033902025,22.514366988455482,22.359246143196277,20.02285256162123,20.42112527025206,25.312454631704625,25.020173664681057,inf,inf,3.8932838766639843,3.2461617063227535,nan,nan
123,COSJ100131+015748,S05,ABBBXX,150.38130822114445,1.9635022338770423,-99.0,2.034,10.34908,1.1051266561270234,22.313340804586375,21.891075875350587,19.6210046853734,19.268430706010857,25.03563015604622,24.198700787270596,22.674420080094954,23.122739444215455,6.040965067868665,4.027923702206175,7.2337749402381935,6.735817656549224
124,COSJ100130+022214,S05,ABBBXX,150.37549779060112,2.370832134638404,0.2147307395935058,0.21,10.62459,0,17.496380886338578,17.124269383425133,15.838233957420606,16.50545511171252,22.32561214821157,22.60675845655884,21.75044903152946,21.236510158468498,1.0968471589847997,1.100039799395589,1.14248902011982,1.2650233410953704
125,COSJ100004+022641,S05,ABBBXX,150.01911520439384,2.444798937654334,0.270900011062622,0.2296,9.24771,0.649669083675979,20.26772075785639,19.965706747138015,18.27952152552026,19.03109528593486,25.11654002510646,24.67517829564169,24.013622219433543,23.849186631503287,2.6401910200298495,2.455555395706751,2.2834427391473233,2.5656412646309126
126,COSJ095949+020321,S05,ABBBXX,149.95665987216543,2.0559596602207004,0.6614000201225281,0.6557,9.38805,0.6443245414863878,21.60824280435213,21.487574127890326,19.679417698936692,20.113770996670922,24.914725519006947,25.163666700373795,23.37295367287074,24.085579240663787,2.8906450514733213,3.7833123061497163,4.784959810012896,4.543438744777636
127,COSJ095858+020529,S05,ABBBXX,149.74401391702685,2.091401387634469,-99.0,0.4895,10.53251,1.2498203712053901,19.70576648927875,19.091239831878838,17.030084763216784,17.491753137759343,22.889249667980227,24.054179992395476,22.24510895444522,21.93060541635416,1.0196524581480733,1.8648053973927925,1.9313697323843777,2.249745556248424
128,COSJ100155+021506,S05,ABBBUX,150.48005101477645,2.2517514595494434,-99.0,1.3891,9.62054,0.3846533590064119,23.2023055876839,22.438413328239683,20.04016724888065,19.93527269282889,23.370655893561327,22.69052089871893,22.164782183687223,22.216645935900154,2.422118283425003,2.4871994425598105,2.3328950959298145,2.4825233555636035
129,COSJ100114+022340,S05,ABBBUX,150.30988551514537,2.394467937526185,0.4199999868869781,0.39,9.43769,0.41446809600910917,20.714629408414837,20.461274120780224,18.8118464974409,19.19280623901809,24.307374487055117,23.942582331603106,23.256379094605407,23.695794457148637,2.3960706418561735,1.82234325818356,2.406189093957287,2.0039551913461984
130,COSJ100109+020148,S05,ABBBUX,150.29148435720066,2.0300705091243394,-99.0,1.0534,9.83551,0.7096729126125548,21.874853166894333,21.646054773049627,19.786463716681297,19.84496304567215,25.41015622155198,24.895146928320273,24.477576185570143,24.877149257682518,3.1885460354103334,6.281560536510526,6.680836334021814,5.982123384171987
131,COSJ100046+020424,S05,ABBBUX,150.194840137254,2.0734398666792355,0.9370196461677552,0.945,11.15012,1.1002218994370956,19.05007861104518,18.727453321276442,16.457541541679404,16.677788856021607,24.590712211374836,24.703637898022123,21.798994873056373,22.333213996840627,4.121545524099552,4.539681644365151,4.835115865414613,5.96560964681179
132,COSJ100038+015132,S05,ABBBUX,150.1589227715399,1.8589969384317337,0.5461000204086304,0.5299,9.90835,0.41379923585520617,20.841415286056183,20.625721827921275,18.611446254332456,19.362888195864706,22.805360415064,22.584105557137566,20.959085866400034,22.171694118853427,3.2311188366961114,3.49175552045875,4.587739296794137,4.757606769354849
133,COSJ095927+022821,S05,ABBBUX,149.8659178223363,2.472687868587385,-99.0,2.5707,10.3208,0.7295183591013381,23.85069575470061,23.095665210624396,20.65040539122128,20.403491761521135,25.154893121399752,23.772442788697628,23.16645525651267,23.19343590690848,3.199075884544816,2.807033080482112,4.692574239232593,4.960129064329335
134,COSJ095924+020459,S05,ABBBUX,149.85067169527878,2.0831047996594556,-99.0,1.3857,11.3,0.9273607104730891,20.307575689825786,19.712614955175425,17.30618162304893,17.084747017733253,24.535427581634007,24.18744572939442,22.64398836262341,21.752302517076807,4.239414442403101,5.348394797453366,6.859095774360768,6.68014640015112
135,COSJ100117+022524,S05,ABBBUU,150.3216353250652,2.423451127621729,0.6189000010490417,0.6043,9.41209,0.3343580377142699,21.843604667447334,21.637546792094206,19.734108421457115,20.388276278963932,24.04591686651221,23.872842880868795,23.21035106398882,23.504087221034776,2.6798707674775044,3.8991986717733758,5.072041784231281,5.615521779671216
136,COSJ100111+022230,S05,ABBBUU,150.2975213120106,2.3750471832110533,,,,0.5634343330289476,,19.742753877170713,17.477037076539055,17.86466506323525,,23.219511643257757,21.622326513794064,22.78997227037654,,1.7451184712228989,1.8080749827401292,1.9547927353099934
137,COSJ100110+020400,S05,ABBBUU,150.29370377324292,2.0667210560413216,0.6309000253677368,0.6202,9.31838,0.31240329979739745,21.86098951626214,21.803016107229528,19.77112543750617,20.214812495562953,24.9178328875297,25.03925237050717,24.52951738454761,inf,1.7355310555030978,2.0313405871637205,3.0240633023695938,nan
138,COSJ100055+022022,S05,ABBBUU,150.22964924353064,2.339558592968065,,,,0.38302655480065234,,20.341734354970825,18.212901137137823,18.507300601442196,,23.928499462986736,23.748374639875912,23.9073023221042,,1.8270682477485283,2.1479287183302262,2.3140955477117657
139,COSJ100038+023326,S05,ABBBUU,150.16189863468855,2.557230631852003,-99.0,1.6425,9.71916,0.9234905578659321,,,,19.654708972221155,,,,25.26389510545252,,,,6.099036083900434
140,COSJ100002+020851,S05,ABBBUU,150.01123812918553,2.14754844770135,1.0074000358581543,0.9964,9.84328,0.3023692504413283,22.102434654971884,21.814014812240085,19.359885102603336,19.003597754481852,24.243247674164767,23.833833763825957,23.711238156692822,23.59646045779045,2.3209974194421394,2.6190616835383294,2.4309489406085403,3.212905960243909
141,COSJ095946+022212,S05,ABBBUU,149.94290867208755,2.37006713398169,1.053699970245361,1.0886,10.8826,0.195470021240175,20.773355434895976,20.220914452769446,17.770182649465355,17.710829208555715,23.15870724361071,22.585345230299502,21.27745612286383,21.203151454271286,1.5752792687348993,1.6158260927665626,2.0195908010561054,2.3035440766886643
142,COSJ095914+021358,S05,ABBBUU,149.80976253416796,2.2328180474853063,1.0779999494552612,1.0512,10.65,0.46375863241460863,21.21226371445829,20.71870430848239,18.30784478810786,18.393468995386172,25.721956614058616,25.33003792632451,23.466610932224608,23.55265651861189,3.6442110591739976,2.281082424378318,4.718520048902466,3.641279552054588
143,COSJ095910+021709,S05,ABBBUU,149.79280224880245,2.2859420306599465,0.4785966277122497,0.482,10.93928,0.9173917515415941,18.37119767501707,17.92976131937787,16.011596949306497,16.511413799145053,21.60853218300764,19.84444034138297,19.662239841827905,20.694877923049575,5.746184778627031,5.306579804374476,5.640447238433559,5.843194643572359
144,COSJ095857+021007,S05,ABBBUU,149.7403374459512,2.168803049441232,0.4905999898910522,0.4822,8.79746,0.24107800857892497,22.19830592216828,22.163443181083892,20.337292055619525,21.031100256022903,24.97859745744885,24.152453172271144,24.23844795720538,inf,1.6200579246465971,1.6461290556681372,2.729291378605835,nan
145,COSJ100011+023531,S05,AASXXX,150.0486034901975,2.5920896157509383,0.7059999704360962,0.5713,9.84229,2.2481978820695163,20.754239127282617,20.116048376346185,18.004572771167332,18.389995994698523,20.56093024160915,20.982759151114823,19.230331065178135,20.741210053530192,6.608010929751466,4.499861958045566,0.97049940470747,2.8724438654901214
146,COSJ100011+021301,S05,AASUXX,150.04970716964328,2.2171169520354943,,,,1.8636067820708686,,,,15.19745948015444,,,,18.318704103570937,,,,3.9980972397004058
147,COSJ095952+020314,S05,AASUUX,149.97060715355943,2.0541095558913054,0.8917999863624573,0.8853,10.45348,1.0493378020098791,21.318819369522096,20.708297420638726,18.144554937560535,18.753475746397896,25.50996884044288,24.899683789735583,23.884508248829533,23.990918244566924,2.782482812143415,4.098451377406649,4.185183607839323,3.9964797718734673
148,COSJ100128+022502,S05,AABXXX,150.3700520631909,2.4173080286943516,0.2300000041723251,0.2105,9.63275,1.3310155517516986,19.015346560033002,18.838200418520998,17.422026959113833,17.914954995612646,24.481382299932186,24.051072255346803,23.478510089755922,23.304572478860912,3.8644585574438417,4.660452256538435,3.710598477006232,3.3285645440427394
149,COSJ100124+022319,S05,AABUXX,150.35040653264664,2.388722136629849,0.2601000070571899,0.2614,9.54979,0.3767760106873463,19.884991195069738,19.623404446667905,17.922589050920053,18.445371415066255,23.81992411859253,22.715599852865815,22.20875983608798,20.95779402607736,1.9737838696022536,1.8867528888084906,2.026334494987371,1.9844403496055079
150,COSJ100120+015011,S05,AABUXX,150.33703106091392,1.8366102710134091,-99.0,2.0991,10.92588,0.8272086366322151,22.666643368290984,22.045130802866545,19.123080928410076,19.014749199443614,24.13251897103146,24.98673157251606,23.43017910636449,23.542292823607696,4.749298888636406,4.610781484671046,5.650887995200444,4.375435392026539
151,COSJ100043+022143,S05,AABUXX,150.18087786818202,2.3621438125484584,1.228700041770935,1.2352,10.2502,0.4837724730900538,21.940851546687053,21.661736391126624,19.381536319987404,19.299352901017393,22.99243721652089,22.771862379918467,21.123603066811675,21.061172818385344,3.393015697483342,3.2638709968166193,3.5220364380860056,3.309759062314975
152,COSJ095937+021802,S05,AABUXX,149.90813421018527,2.300610425654792,1.6033999919891355,1.6013,10.24487,0.5644499670587377,22.652242927841364,22.06453238150734,19.632175012631016,19.182036702928283,23.9912955626857,23.383355334138393,21.814385297351606,21.911111911966938,3.8027129386349094,3.8169672654771443,5.410732884337078,5.2201621388914
153,COSJ095910+020058,S05,AABUXX,149.7954717332967,2.0161431484253876,-99.0,1.2092,10.25264,0.6192948648404536,21.935987159569237,21.52250994037669,19.181394853383253,19.147157219603336,25.526940042662257,25.08189741879218,23.091008235479865,24.43870493679833,3.07752360822621,2.8712092843642076,2.489158198044555,2.6894601806492218
154,COSJ100144+020921,S05,AABUUX,150.43373719189782,2.156103783871248,0.3458000123500824,0.3518,9.5636,0.8706600649582462,20.677271523905112,20.319952609557664,18.66678742661155,19.379533976234278,inf,25.39563520739305,23.89618103481732,24.400170643463884,nan,2.7381999775718926,3.2190067869880172,2.7227761462257036
155,COSJ100057+021924,S05,AABUUX,150.24117060492117,2.3233525997112032,-99.0,0.8203,8.35198,0.4546446359290181,23.502114885184334,23.386394817036816,21.148903424801706,21.2088723577548,24.09120464131503,24.029117328463414,23.571468464346687,23.684502413779235,3.6387997914549954,3.0343268303926236,3.354280181112855,3.8170563134226345
156,COSJ100049+022656,S05,AABUUX,150.20706226384368,2.449048092997328,1.4185999631881714,1.3536,11.19976,0.3263081871184102,21.934110293089063,20.625004512050268,17.61526637259396,17.124865326524727,23.954945761722392,23.450151432879274,21.020037177757214,20.34332339387972,1.452938972510383,1.5438073122103577,1.973596108891566,2.4321821447404144
157,COSJ100113+022534,S05,AABUUU,150.30623188767223,2.426242376688699,-99.0,2.1463,10.6496,0.6001094092297096,22.46748552505158,21.798658590666697,19.48890346315661,19.137440281246143,25.125719908271577,24.007506944549988,24.924201125330185,24.929980871692802,2.939691506201651,3.39374676309908,3.700793200223341,3.9843583679071677
158,COSJ100036+015439,S05,AABUUU,150.15280655995787,1.9108594825897984,-99.0,1.4079,9.79358,0.4330074878445461,22.310025888824597,22.183915363513158,20.091197240127094,20.041356735954572,24.248654339449317,23.876570596516896,24.103070681995927,23.424414564018157,4.121419579375095,4.010502363219771,4.188043009032283,3.8406973194104226
159,COSJ095951+023830,S05,AABUUU,149.9632368208657,2.641757353499754,-99.0,1.6484,9.8526,0.5795941838345693,21.547101298963227,21.495247468988296,19.501109716388328,19.252706175687806,23.507699538340415,23.478096035775106,23.05624089743271,23.371448691346725,2.956719274143551,2.7412534131425166,2.7528208312393,3.0940441845516795
160,COSJ100043+022356,S04,BBUUXX,150.18012541772725,2.398930162802135,,,,0.5913221709793587,,23.452228143117612,20.62077536868498,20.23386258855955,,24.72707755156341,22.40548258750126,22.23614947056922,,1.7140648462986572,1.7492757520131756,1.8056507183935173
161,COSJ100033+022752,S04,BBBSXX,150.1415994502907,2.464572747184465,0.5062000155448914,0.5091,10.5,0.9763868389227448,19.279762056443936,18.89949844847225,17.01115709190205,17.77847176281352,24.27871764732566,23.91063860724414,22.947270043547608,23.603772608392834,3.028403767660593,2.463408188482216,2.518220039258801,2.8302571021534533
162,COSJ100001+020942,S04,BBBSXX,150.00681183128316,2.161927411205255,-99.0,1.1876,11.04998,0.615562051703823,21.233548699226912,20.53927529962694,17.97435443192855,17.817524585099203,25.931117621568074,24.54344286971208,22.519778850428914,22.713661573167887,2.7383776167958,2.063083028945971,2.5304404375648795,2.4232694658725524
163,COSJ100015+022850,S04,BBBSUX,150.06284250902286,2.4807027404566844,0.9936000108718872,0.9931,10.16528,0.8222343497911166,21.502160887003587,21.009212340726997,18.107444049187457,18.33997133605663,24.63757636302205,23.131974629842063,23.650018279193578,24.081718162356097,4.961373855712484,5.039456173436234,4.569054060508927,4.412923197684896
164,COSJ100027+015014,S04,BBBSUU,150.11360211333445,1.8374516065977715,0.5738000273704529,0.5338,9.15,0.4929038433598519,21.730204445564205,21.54472515194273,19.790419343664727,20.533545216723965,23.854147728097107,23.341474153546326,23.17579548710358,23.345620703373957,2.754193658900582,3.158099459259939,3.301600097322311,3.9484381973911353
